uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
G0WVH3,059,0.0,0.0,1.0,1.0,30.0,30.0,10.296,21.548,0.052,Incorrect
F2Z6J5,027,0.571,20.0,35.0,0.6,30.0,50.0,2.701,19.92,0.32,Acceptable
P23687,363,0.161,28.0,174.0,0.905,268.0,296.0,9.849,31.378,0.084,Incorrect
O60729,007,0.681,47.0,69.0,0.329,23.0,70.0,2.393,7.506,0.508,Medium
P0AG30,047,0.917,33.0,36.0,0.083,3.0,36.0,1.188,0.941,0.84,High
P14677,011,0.417,5.0,12.0,0.857,30.0,35.0,8.939,33.849,0.168,Incorrect
P14677,U10-003,0.943,33.0,35.0,0.057,2.0,35.0,0.341,0.941,0.961,High
F2Z6J5,026,0.148,4.0,27.0,0.92,46.0,50.0,12.541,26.513,0.085,Incorrect
Q7KLV9,024,0.816,40.0,49.0,0.111,5.0,45.0,1.273,5.321,0.705,Medium
H6SG27,245,0.0,0.0,0.0,1.0,17.0,17.0,5.974,25.174,0.054,Incorrect
P04807,116,0.638,30.0,47.0,0.062,2.0,32.0,1.944,4.06,0.609,Medium
O68880,U10-003,0.956,86.0,90.0,0.044,4.0,90.0,0.382,1.08,0.96,High
G0WVH3,191,0.0,0.0,2.0,1.0,30.0,30.0,15.38,18.434,0.062,Incorrect
O68880,030,0.894,84.0,94.0,0.067,6.0,90.0,0.6,1.47,0.909,High
H6SG27,233,0.0,0.0,1.0,1.0,17.0,17.0,16.437,28.657,0.03,Incorrect
O68880,017,0.891,82.0,92.0,0.089,8.0,90.0,0.66,2.333,0.886,High
P0AG30,053,0.75,24.0,32.0,0.333,12.0,36.0,1.576,2.071,0.723,Medium
G0WVH3,014,0.0,0.0,0.0,1.0,30.0,30.0,6.854,27.798,0.044,Incorrect
P23687,121,0.537,129.0,240.0,0.564,167.0,296.0,4.249,4.536,0.476,Acceptable
P0AG30,U10-000,0.889,32.0,36.0,0.111,4.0,36.0,0.606,1.285,0.909,High
P04807,217,0.667,30.0,45.0,0.062,2.0,32.0,11.002,9.895,0.37,Acceptable
P0AG30,095,0.658,25.0,38.0,0.306,11.0,36.0,1.554,2.563,0.686,Medium
Q7KLV9,002,0.932,41.0,44.0,0.089,4.0,45.0,1.057,10.24,0.669,Medium
Q72AS4,144,0.032,1.0,31.0,0.977,42.0,43.0,11.053,20.568,0.065,Incorrect
P14677,001,0.943,33.0,35.0,0.057,2.0,35.0,0.49,0.939,0.945,High
Q72AS4,042,0.0,0.0,21.0,1.0,43.0,43.0,7.924,24.287,0.048,Incorrect
G0WVH3,185,0.0,0.0,0.0,1.0,30.0,30.0,5.57,16.89,0.09,Incorrect
P23687,283,0.617,95.0,154.0,0.679,201.0,296.0,5.801,6.353,0.44,Acceptable
P04807,001,0.718,28.0,39.0,0.125,4.0,32.0,1.617,2.335,0.703,Medium
O60729,015,0.667,50.0,75.0,0.286,20.0,70.0,2.81,8.458,0.464,Acceptable
A0A0A0V031,010,0.077,1.0,13.0,0.963,26.0,27.0,8.034,11.994,0.148,Incorrect
P23687,051,0.538,127.0,236.0,0.571,169.0,296.0,5.103,5.623,0.438,Acceptable
Q9I5E6,012,0.385,25.0,65.0,0.699,58.0,83.0,6.871,8.425,0.312,Acceptable
P0AG30,023,0.784,29.0,37.0,0.194,7.0,36.0,1.592,1.903,0.735,Medium
Q7KLV9,056,0.158,3.0,19.0,0.933,42.0,45.0,14.265,48.325,0.066,Incorrect
E1K248,183,0.737,28.0,38.0,0.378,17.0,45.0,2.308,4.275,0.611,Medium
Q9I5E6,065,0.435,30.0,69.0,0.639,53.0,83.0,10.353,19.683,0.204,Incorrect
P14677,U100-006,0.971,33.0,34.0,0.057,2.0,35.0,0.252,0.343,0.981,High
P0AG30,292,0.375,6.0,16.0,0.833,30.0,36.0,8.129,39.751,0.151,Incorrect
H6SG27,040,0.0,0.0,9.0,1.0,17.0,17.0,11.491,21.224,0.052,Incorrect
Q8GN86,U10-004,0.0,0.0,30.0,1.0,14.0,14.0,15.382,26.427,0.034,Incorrect
P23687,278,0.436,17.0,39.0,0.943,279.0,296.0,14.198,18.706,0.206,Incorrect
A0A0A0V031,U100-006,0.889,24.0,27.0,0.111,3.0,27.0,0.734,1.442,0.889,High
A0A3B6UEQ0,128,0.048,1.0,21.0,0.97,32.0,33.0,14.158,23.547,0.058,Incorrect
P0AG30,286,0.886,31.0,35.0,0.139,5.0,36.0,0.439,0.9,0.932,High
H6SG27,204,0.0,0.0,11.0,1.0,17.0,17.0,8.288,20.625,0.059,Incorrect
A0A140DJY3,013,0.0,0.0,1.0,1.0,28.0,28.0,8.857,34.66,0.028,Incorrect
Q51504,006,0.0,0.0,0.0,1.0,61.0,61.0,20.497,75.587,0.006,Incorrect
P0AG30,117,0.686,24.0,35.0,0.333,12.0,36.0,1.739,3.117,0.665,Medium
G0WVH3,083,0.0,0.0,0.0,1.0,30.0,30.0,8.9,24.064,0.046,Incorrect
F2Z6J5,050,0.179,5.0,28.0,0.9,45.0,50.0,12.242,24.269,0.101,Incorrect
A0A0A0V031,U100-003,0.913,21.0,23.0,0.222,6.0,27.0,1.096,1.944,0.838,High
P14677,061,0.971,33.0,34.0,0.057,2.0,35.0,0.399,1.312,0.96,High
P0AG30,201,0.906,29.0,32.0,0.194,7.0,36.0,0.933,0.958,0.872,High
F2Z6J5,135,0.182,4.0,22.0,0.92,46.0,50.0,11.885,19.107,0.121,Incorrect
O68880,117,0.899,80.0,89.0,0.111,10.0,90.0,0.74,1.739,0.888,High
H6SG27,281,0.0,0.0,20.0,1.0,17.0,17.0,10.858,15.079,0.087,Incorrect
Q7KLV9,018,0.88,44.0,50.0,0.022,1.0,45.0,1.208,6.617,0.703,Medium
P0AG30,U100-009,0.865,32.0,37.0,0.111,4.0,36.0,0.326,0.724,0.938,High
H6SG27,103,0.0,0.0,3.0,1.0,17.0,17.0,7.411,19.364,0.067,Incorrect
P04807,051,0.732,30.0,41.0,0.062,2.0,32.0,2.034,4.979,0.609,Medium
G0WVH3,139,0.0,0.0,0.0,1.0,30.0,30.0,17.197,26.378,0.034,Incorrect
P0AG30,166,0.886,31.0,35.0,0.139,5.0,36.0,0.898,1.771,0.86,High
H6SG27,056,0.0,0.0,10.0,1.0,17.0,17.0,4.641,15.458,0.109,Incorrect
P0AG30,119,0.914,32.0,35.0,0.111,4.0,36.0,0.521,0.683,0.933,High
P0AG30,311,0.4,6.0,15.0,0.833,30.0,36.0,8.678,35.97,0.161,Incorrect
F2Z6J5,034,0.03,2.0,67.0,0.96,48.0,50.0,15.739,32.877,0.034,Incorrect
H6SG27,201,0.0,0.0,22.0,1.0,17.0,17.0,10.355,18.03,0.067,Incorrect
G0WVH3,073,0.0,0.0,0.0,1.0,30.0,30.0,18.365,45.008,0.014,Incorrect
A0A3B6UEQ0,022,0.108,4.0,37.0,0.879,29.0,33.0,11.441,17.835,0.103,Incorrect
P04807,133,0.604,29.0,48.0,0.094,3.0,32.0,4.183,4.859,0.491,Medium
A0A140DJY3,U100-004,0.0,0.0,14.0,1.0,28.0,28.0,14.445,28.226,0.031,Incorrect
H6SG27,223,0.0,0.0,4.0,1.0,17.0,17.0,13.946,14.791,0.087,Incorrect
O68880,093,0.862,81.0,94.0,0.1,9.0,90.0,0.677,3.067,0.859,High
Q51504,U10-008,0.965,55.0,57.0,0.098,6.0,61.0,1.185,4.213,0.794,Medium
P23687,366,0.452,89.0,197.0,0.699,207.0,296.0,5.827,6.525,0.381,Acceptable
H6SG27,227,0.0,0.0,3.0,1.0,17.0,17.0,16.643,51.821,0.011,Incorrect
H6SG27,128,0.0,0.0,7.0,1.0,17.0,17.0,13.006,25.464,0.038,Incorrect
Q72AS4,015,0.103,3.0,29.0,0.93,40.0,43.0,7.746,20.911,0.094,Incorrect
P04807,158,0.483,28.0,58.0,0.125,4.0,32.0,4.157,6.345,0.413,Acceptable
Q9I5E6,051,0.532,33.0,62.0,0.602,50.0,83.0,4.521,8.495,0.377,Acceptable
E1K248,075,0.273,9.0,33.0,0.8,36.0,45.0,5.532,12.45,0.22,Incorrect
P14677,067,0.862,25.0,29.0,0.286,10.0,35.0,1.257,2.008,0.799,Medium
P0AG30,265,0.906,29.0,32.0,0.194,7.0,36.0,0.959,1.369,0.864,High
P23687,114,0.318,42.0,132.0,0.858,254.0,296.0,9.499,9.772,0.258,Acceptable
Q941M3,016,0.0,0.0,9.0,1.0,14.0,14.0,15.419,26.732,0.034,Incorrect
F2Z6J5,095,0.143,5.0,35.0,0.9,45.0,50.0,11.541,24.211,0.09,Incorrect
H6SG27,057,0.0,0.0,17.0,1.0,17.0,17.0,10.504,22.462,0.048,Incorrect
P04807,U10-007,0.508,30.0,59.0,0.062,2.0,32.0,2.449,6.138,0.48,Acceptable
A0A3B6UEQ0,048,0.125,1.0,8.0,0.97,32.0,33.0,13.081,24.267,0.082,Incorrect
A0A3B6UEQ0,013,0.214,3.0,14.0,0.909,30.0,33.0,10.784,18.196,0.137,Incorrect
Q72AS4,049,0.2,2.0,10.0,0.953,41.0,43.0,13.138,25.887,0.103,Incorrect
Q9I5E6,U10-006,0.705,67.0,95.0,0.193,16.0,83.0,1.683,1.815,0.701,Medium
P0AG30,106,0.842,32.0,38.0,0.111,4.0,36.0,0.892,0.402,0.86,High
Q9I5E6,067,0.417,20.0,48.0,0.759,63.0,83.0,13.133,24.261,0.18,Incorrect
O16025,U100-009,0.859,55.0,64.0,0.141,9.0,64.0,0.635,1.137,0.897,High
Q72AS4,111,0.048,1.0,21.0,0.977,42.0,43.0,9.772,22.022,0.067,Incorrect
F2Z6J5,231,0.16,4.0,25.0,0.92,46.0,50.0,12.627,21.227,0.104,Incorrect
F2Z6J5,U100-000,0.953,41.0,43.0,0.18,9.0,50.0,0.807,1.447,0.9,High
E1K248,236,0.048,2.0,42.0,0.956,43.0,45.0,15.236,28.493,0.046,Incorrect
H6SG27,209,0.0,0.0,0.0,1.0,17.0,17.0,4.407,26.12,0.067,Incorrect
H6SG27,229,0.0,0.0,0.0,1.0,17.0,17.0,4.346,9.468,0.184,Incorrect
E1K248,150,0.099,7.0,71.0,0.844,38.0,45.0,13.537,27.731,0.066,Incorrect
P23687,132,0.348,48.0,138.0,0.838,248.0,296.0,7.962,12.171,0.237,Acceptable
P0AG30,069,0.792,19.0,24.0,0.472,17.0,36.0,1.896,1.887,0.71,Medium
P0AG30,236,0.524,11.0,21.0,0.694,25.0,36.0,3.28,6.423,0.444,Acceptable
O16025,U100-007,0.873,55.0,63.0,0.141,9.0,64.0,0.572,0.87,0.912,High
Q72AS4,051,0.16,4.0,25.0,0.907,39.0,43.0,7.691,18.376,0.124,Incorrect
E1K248,029,0.071,4.0,56.0,0.911,41.0,45.0,15.136,31.218,0.05,Incorrect
P23687,047,0.556,124.0,223.0,0.581,172.0,296.0,4.044,5.368,0.464,Acceptable
Q51504,U10-004,0.932,55.0,59.0,0.098,6.0,61.0,0.974,4.347,0.809,High
O68880,074,0.885,85.0,96.0,0.056,5.0,90.0,0.61,1.917,0.898,High
P23687,311,0.585,96.0,164.0,0.676,200.0,296.0,6.072,9.605,0.361,Acceptable
P14677,U10-007,0.971,33.0,34.0,0.057,2.0,35.0,0.353,0.913,0.969,High
G0WVH3,085,0.0,0.0,1.0,1.0,30.0,30.0,16.476,11.193,0.125,Incorrect
F2Z6J5,U10-002,0.533,24.0,45.0,0.52,26.0,50.0,3.615,3.923,0.502,Medium
P14677,018,0.825,33.0,40.0,0.057,2.0,35.0,2.876,6.33,0.561,Medium
P23687,370,0.439,79.0,180.0,0.733,217.0,296.0,7.407,12.788,0.262,Acceptable
P0AG30,110,0.286,10.0,35.0,0.722,26.0,36.0,3.634,6.434,0.356,Acceptable
P04807,167,0.625,20.0,32.0,0.375,12.0,32.0,8.002,10.842,0.347,Acceptable
Q72AS4,U10-009,0.265,13.0,49.0,0.698,30.0,43.0,6.93,11.289,0.224,Incorrect
P0AG30,277,0.742,23.0,31.0,0.361,13.0,36.0,1.975,1.704,0.69,Medium
A0A0A0V031,U10-009,0.821,23.0,28.0,0.148,4.0,27.0,4.461,1.221,0.634,Medium
P23687,029,0.402,68.0,169.0,0.77,228.0,296.0,6.597,8.608,0.315,Acceptable
F2Z6J5,197,0.308,4.0,13.0,0.92,46.0,50.0,8.43,14.358,0.199,Incorrect
A0A3B6UEQ0,012,0.714,30.0,42.0,0.091,3.0,33.0,1.168,1.854,0.764,Medium
O68880,042,0.817,76.0,93.0,0.156,14.0,90.0,1.441,1.968,0.762,Medium
,,,,,,,,,,,Incorrect
P0AG30,006,0.872,34.0,39.0,0.056,2.0,36.0,1.574,0.814,0.78,Medium
E1K248,070,0.143,4.0,28.0,0.911,41.0,45.0,14.453,25.844,0.084,Incorrect
A0A0A0V031,007,0.0,0.0,5.0,1.0,27.0,27.0,18.21,45.754,0.013,Incorrect
H2E7Q8,U100-001,0.713,114.0,160.0,0.203,29.0,143.0,1.479,2.567,0.712,Medium
G0WVH3,017,0.0,0.0,1.0,1.0,30.0,30.0,12.505,33.622,0.025,Incorrect
P14677,089,0.971,33.0,34.0,0.057,2.0,35.0,0.397,0.823,0.965,High
F2Z6J5,062,0.154,4.0,26.0,0.92,46.0,50.0,12.763,21.793,0.1,Incorrect
O60729,019,0.783,54.0,69.0,0.229,16.0,70.0,1.928,7.464,0.575,Medium
P23687,262,0.481,38.0,79.0,0.872,258.0,296.0,11.547,25.018,0.2,Incorrect
F2Z6J5,116,0.208,5.0,24.0,0.9,45.0,50.0,8.225,14.357,0.167,Incorrect
A0A0A0V031,004,0.0,0.0,4.0,1.0,27.0,27.0,13.933,28.309,0.031,Incorrect
,,,,,,,,,,,Incorrect
E1K248,143,0.108,4.0,37.0,0.911,41.0,45.0,12.77,29.81,0.066,Incorrect
P04807,015,0.538,21.0,39.0,0.344,11.0,32.0,5.936,7.619,0.384,Acceptable
P04807,023,0.463,19.0,41.0,0.406,13.0,32.0,4.988,8.274,0.353,Acceptable
H6SG27,170,0.0,0.0,3.0,1.0,17.0,17.0,6.345,14.192,0.106,Incorrect
P23687,160,0.694,175.0,252.0,0.409,121.0,296.0,2.96,3.21,0.591,Medium
F2Z6J5,173,0.0,0.0,34.0,1.0,50.0,50.0,13.398,22.982,0.044,Incorrect
P0AG30,167,0.651,28.0,43.0,0.222,8.0,36.0,2.662,1.698,0.618,Medium
H6SG27,148,0.0,0.0,0.0,1.0,17.0,17.0,3.714,12.211,0.156,Incorrect
E1K248,079,0.109,6.0,55.0,0.867,39.0,45.0,9.982,17.849,0.105,Incorrect
O68880,006,0.885,77.0,87.0,0.144,13.0,90.0,0.818,1.24,0.878,High
P23687,013,0.732,186.0,254.0,0.372,110.0,296.0,2.447,3.059,0.63,Medium
P14677,068,0.167,7.0,42.0,0.8,28.0,35.0,6.895,25.716,0.103,Incorrect
O68880,112,0.854,82.0,96.0,0.089,8.0,90.0,0.674,1.356,0.887,High
F2Z6J5,195,0.4,14.0,35.0,0.72,36.0,50.0,5.043,8.352,0.33,Acceptable
A0A3B6UEQ0,002,0.333,12.0,36.0,0.636,21.0,33.0,6.914,13.393,0.222,Incorrect
H6SG27,190,0.0,0.0,0.0,1.0,17.0,17.0,5.201,10.968,0.151,Incorrect
,,,,,,,,,,,Incorrect
P04807,170,0.622,28.0,45.0,0.125,4.0,32.0,1.868,4.514,0.598,Medium
Q72AS4,071,0.167,4.0,24.0,0.907,39.0,43.0,12.822,27.752,0.089,Incorrect
,,,,,,,,,,,Incorrect
P23687,008,0.235,8.0,34.0,0.973,288.0,296.0,16.892,23.483,0.12,Incorrect
D9N168,U10-004,0.75,6.0,8.0,0.25,2.0,8.0,0.512,2.119,0.862,High
E1K248,190,0.071,3.0,42.0,0.933,42.0,45.0,11.962,29.342,0.055,Incorrect
O60729,U10-006,0.797,59.0,74.0,0.157,11.0,70.0,2.82,3.935,0.614,Medium
P23687,328,0.45,100.0,222.0,0.662,196.0,296.0,5.776,6.933,0.371,Acceptable
,,,,,,,,,,,Incorrect
P04807,044,0.175,7.0,40.0,0.781,25.0,32.0,10.506,19.603,0.118,Incorrect
P04807,052,0.558,29.0,52.0,0.094,3.0,32.0,5.027,5.949,0.437,Acceptable
H6SG27,033,0.0,0.0,14.0,1.0,17.0,17.0,5.298,21.143,0.071,Incorrect
P23687,343,0.401,77.0,192.0,0.74,219.0,296.0,5.215,8.008,0.336,Acceptable
P0AG30,061,0.579,11.0,19.0,0.694,25.0,36.0,2.816,9.138,0.421,Acceptable
F2Z6J5,001,0.0,0.0,53.0,1.0,50.0,50.0,13.57,22.031,0.047,Incorrect
O60729,014,0.791,53.0,67.0,0.243,17.0,70.0,1.984,3.444,0.671,Medium
H6SG27,222,0.0,0.0,0.0,1.0,17.0,17.0,14.807,30.95,0.027,Incorrect
P0AG30,208,0.917,33.0,36.0,0.083,3.0,36.0,0.943,1.02,0.873,High
P14677,037,0.943,33.0,35.0,0.057,2.0,35.0,0.38,0.972,0.957,High
H6SG27,003,0.0,0.0,0.0,1.0,17.0,17.0,9.444,21.931,0.052,Incorrect
E1K248,004,0.074,4.0,54.0,0.911,41.0,45.0,10.674,18.489,0.089,Incorrect
H6SG27,U10-001,0.882,15.0,17.0,0.118,2.0,17.0,0.641,0.642,0.907,High
F2Z6J5,216,0.0,0.0,20.0,1.0,50.0,50.0,12.302,17.324,0.07,Incorrect
P59676,U100-003,0.971,33.0,34.0,0.057,2.0,35.0,0.279,0.431,0.978,High
Q72AS4,172,0.298,14.0,47.0,0.674,29.0,43.0,6.947,12.196,0.223,Incorrect
P04807,185,0.282,11.0,39.0,0.656,21.0,32.0,5.754,7.675,0.299,Acceptable
A0A3B6UEQ0,103,0.054,3.0,56.0,0.909,30.0,33.0,8.768,17.266,0.092,Incorrect
P23687,158,0.338,50.0,148.0,0.831,246.0,296.0,8.542,11.223,0.244,Acceptable
P0AG30,293,0.375,6.0,16.0,0.833,30.0,36.0,11.785,25.437,0.164,Incorrect
O60729,033,0.716,48.0,67.0,0.314,22.0,70.0,2.751,9.168,0.469,Acceptable
O69275,U10-008,0.688,64.0,93.0,0.396,42.0,106.0,2.13,8.903,0.499,Medium
E1K248,165,0.1,2.0,20.0,0.956,43.0,45.0,14.084,29.113,0.063,Incorrect
G0WVH3,055,0.0,0.0,0.0,1.0,30.0,30.0,7.755,18.044,0.073,Incorrect
Q7KLV9,033,0.087,4.0,46.0,0.911,41.0,45.0,8.02,45.303,0.052,Incorrect
F2Z6J5,175,0.444,4.0,9.0,0.92,46.0,50.0,9.045,20.351,0.207,Incorrect
F2Z6J5,225,0.364,4.0,11.0,0.92,46.0,50.0,11.527,29.72,0.152,Incorrect
E1K248,257,0.227,5.0,22.0,0.889,40.0,45.0,11.062,25.932,0.114,Incorrect
H6SG27,217,0.0,0.0,21.0,1.0,17.0,17.0,13.775,24.296,0.04,Incorrect
O68880,085,0.325,13.0,40.0,0.856,77.0,90.0,4.936,21.226,0.183,Incorrect
A0A3B6UEQ0,087,0.156,5.0,32.0,0.848,28.0,33.0,13.158,24.101,0.093,Incorrect
P0AG30,174,0.941,32.0,34.0,0.111,4.0,36.0,0.943,1.166,0.88,High
O68880,075,0.769,70.0,91.0,0.222,20.0,90.0,1.836,2.803,0.69,Medium
P23687,298,0.284,21.0,74.0,0.929,275.0,296.0,10.852,17.209,0.166,Incorrect
P0AG30,160,0.689,31.0,45.0,0.139,5.0,36.0,1.375,3.013,0.707,Medium
F2Z6J5,053,0.138,4.0,29.0,0.92,46.0,50.0,9.944,23.898,0.091,Incorrect
E1K248,095,0.056,1.0,18.0,0.978,44.0,45.0,13.775,23.192,0.062,Incorrect
A0A0A0V031,006,0.0,0.0,16.0,1.0,27.0,27.0,18.012,44.62,0.014,Incorrect
O60729,U10-007,0.792,57.0,72.0,0.186,13.0,70.0,1.709,1.91,0.726,Medium
F2Z6J5,059,0.042,1.0,24.0,0.98,49.0,50.0,11.153,25.343,0.054,Incorrect
F2Z6J5,U10-009,0.342,13.0,38.0,0.74,37.0,50.0,4.718,12.705,0.248,Acceptable
P04807,114,0.577,15.0,26.0,0.531,17.0,32.0,4.418,10.543,0.358,Acceptable
P23687,017,0.466,83.0,178.0,0.72,213.0,296.0,9.63,11.065,0.287,Acceptable
A0A140DJY3,U100-000,0.0,0.0,11.0,1.0,28.0,28.0,14.38,27.976,0.032,Incorrect
A0A3B6UEQ0,U100-008,0.765,26.0,34.0,0.212,7.0,33.0,1.003,1.62,0.807,High
Q51504,U10-005,0.982,56.0,57.0,0.082,5.0,61.0,0.924,3.572,0.852,High
P23687,031,0.541,113.0,209.0,0.618,183.0,296.0,7.629,5.368,0.431,Acceptable
Q7KLV9,032,0.364,4.0,11.0,0.911,41.0,45.0,12.068,44.072,0.138,Incorrect
F2Z6J5,126,0.0,0.0,19.0,1.0,50.0,50.0,9.832,15.705,0.083,Incorrect
P0AG30,041,0.882,30.0,34.0,0.167,6.0,36.0,1.089,1.279,0.838,High
F2Z6J5,196,0.0,0.0,26.0,1.0,50.0,50.0,16.594,29.34,0.029,Incorrect
Q72AS4,143,0.091,1.0,11.0,0.977,42.0,43.0,10.857,26.527,0.068,Incorrect
Q72AS4,184,0.0,0.0,23.0,1.0,43.0,43.0,12.228,26.927,0.035,Incorrect
P23687,356,0.155,28.0,181.0,0.905,268.0,296.0,8.785,11.943,0.173,Incorrect
P14677,097,0.8,12.0,15.0,0.657,23.0,35.0,4.912,15.151,0.375,Acceptable
H6SG27,253,0.0,0.0,28.0,1.0,17.0,17.0,14.785,27.617,0.032,Incorrect
P04807,100,0.393,24.0,61.0,0.25,8.0,32.0,7.757,10.868,0.27,Acceptable
F2Z6J5,203,0.0,0.0,5.0,1.0,50.0,50.0,11.897,26.37,0.037,Incorrect
Q72AS4,191,0.0,0.0,14.0,1.0,43.0,43.0,12.76,23.862,0.042,Incorrect
P14677,085,0.971,33.0,34.0,0.057,2.0,35.0,0.398,0.941,0.964,High
A0A0H2WY27,004,0.185,5.0,27.0,0.878,36.0,41.0,10.856,16.641,0.137,Incorrect
P59676,U10-007,0.943,33.0,35.0,0.057,2.0,35.0,0.434,1.314,0.947,High
P0AG30,199,0.683,28.0,41.0,0.222,8.0,36.0,1.74,2.853,0.669,Medium
P0AG30,074,0.941,32.0,34.0,0.111,4.0,36.0,0.509,1.086,0.941,High
D9N168,U10-002,0.667,6.0,9.0,0.25,2.0,8.0,0.548,1.372,0.841,High
E1K248,047,0.2,4.0,20.0,0.911,41.0,45.0,12.796,23.223,0.111,Incorrect
P59676,U100-001,0.971,33.0,34.0,0.057,2.0,35.0,0.278,0.441,0.978,High
O68880,007,0.925,86.0,93.0,0.044,4.0,90.0,0.623,1.564,0.915,High
P0AG30,182,0.958,23.0,24.0,0.361,13.0,36.0,1.639,1.837,0.79,Medium
P0AG30,173,0.914,32.0,35.0,0.111,4.0,36.0,0.46,0.921,0.939,High
Q72AS4,067,0.125,1.0,8.0,0.977,42.0,43.0,10.494,25.552,0.082,Incorrect
F2Z6J5,121,0.25,4.0,16.0,0.92,46.0,50.0,12.561,28.455,0.115,Incorrect
Q7KLV9,017,0.176,6.0,34.0,0.867,39.0,45.0,11.035,47.381,0.075,Incorrect
P23687,215,0.529,91.0,172.0,0.693,205.0,296.0,8.162,15.33,0.266,Acceptable
P23687,200,0.657,176.0,268.0,0.405,120.0,296.0,3.159,3.225,0.572,Medium
E1K248,232,0.0,0.0,28.0,1.0,45.0,45.0,10.955,26.844,0.037,Incorrect
G0WVH3,143,0.0,0.0,5.0,1.0,30.0,30.0,12.768,25.599,0.038,Incorrect
F2Z6J5,033,0.0,0.0,7.0,1.0,50.0,50.0,9.596,20.658,0.056,Incorrect
P23687,U10-009,0.791,227.0,287.0,0.233,69.0,296.0,1.566,1.579,0.745,Medium
H6SG27,U100-000,0.875,14.0,16.0,0.176,3.0,17.0,0.644,0.981,0.902,High
Q72AS4,004,0.061,2.0,33.0,0.953,41.0,43.0,10.249,25.952,0.059,Incorrect
H6SG27,173,0.0,0.0,7.0,1.0,17.0,17.0,14.841,26.82,0.034,Incorrect
A0A0F7R6G7,U10-001,0.794,27.0,34.0,0.1,3.0,30.0,0.699,1.033,0.867,High
F2Z6J5,202,0.0,0.0,19.0,1.0,50.0,50.0,14.009,22.752,0.045,Incorrect
P04807,223,0.438,28.0,64.0,0.125,4.0,32.0,4.613,4.927,0.427,Acceptable
H6SG27,155,0.0,0.0,1.0,1.0,17.0,17.0,7.944,20.838,0.059,Incorrect
G0WVH3,U10-005,0.966,28.0,29.0,0.067,2.0,30.0,0.459,0.819,0.957,High
P23687,033,0.497,86.0,173.0,0.709,210.0,296.0,8.643,7.394,0.365,Acceptable
O68880,096,0.938,75.0,80.0,0.167,15.0,90.0,0.876,2.414,0.87,High
P23687,234,0.571,132.0,231.0,0.554,164.0,296.0,3.785,4.102,0.506,Medium
P14677,059,0.971,33.0,34.0,0.057,2.0,35.0,0.331,0.463,0.974,High
Q72AS4,009,0.532,25.0,47.0,0.419,18.0,43.0,3.168,5.453,0.474,Acceptable
P04958,U10-009,0.787,199.0,253.0,0.328,97.0,296.0,9.828,15.738,0.345,Acceptable
P23687,313,0.474,99.0,209.0,0.666,197.0,296.0,7.52,10.88,0.297,Acceptable
P23687,059,0.668,183.0,274.0,0.382,113.0,296.0,2.881,3.207,0.586,Medium
P0AG30,282,0.414,12.0,29.0,0.667,24.0,36.0,3.517,6.209,0.407,Acceptable
E1K248,112,0.079,3.0,38.0,0.933,42.0,45.0,10.955,22.795,0.073,Incorrect
G0WVH3,148,0.294,5.0,17.0,0.833,25.0,30.0,4.859,13.593,0.221,Incorrect
G0WVH3,096,0.0,0.0,0.0,1.0,30.0,30.0,9.547,36.648,0.025,Incorrect
G0WVH3,088,1.0,2.0,2.0,0.933,28.0,30.0,4.019,8.174,0.547,Medium
F2Z6J5,U100-009,0.956,43.0,45.0,0.14,7.0,50.0,0.594,1.342,0.932,High
A0A140DJY3,U100-003,0.0,0.0,17.0,1.0,28.0,28.0,14.61,28.632,0.03,Incorrect
F2Z6J5,107,0.0,0.0,59.0,1.0,50.0,50.0,14.105,26.097,0.036,Incorrect
Q7KLV9,089,0.306,11.0,36.0,0.756,34.0,45.0,5.3,42.2,0.14,Incorrect
O60729,U10-003,0.803,61.0,76.0,0.129,9.0,70.0,2.217,3.427,0.659,Medium
P0AG30,U10-005,0.914,32.0,35.0,0.111,4.0,36.0,0.499,0.885,0.935,High
A0A3B6UEQ0,001,0.526,20.0,38.0,0.394,13.0,33.0,3.818,6.106,0.44,Acceptable
A0A140DJY3,006,0.0,0.0,0.0,1.0,28.0,28.0,6.576,26.966,0.047,Incorrect
E1K248,142,0.16,4.0,25.0,0.911,41.0,45.0,11.817,17.342,0.123,Incorrect
G0WVH3,U100-002,0.906,29.0,32.0,0.033,1.0,30.0,0.493,1.336,0.928,High
P04807,016,0.789,30.0,38.0,0.062,2.0,32.0,1.164,3.736,0.751,Medium
P23687,276,0.567,106.0,187.0,0.642,190.0,296.0,6.705,6.342,0.419,Acceptable
F2Z6J5,064,0.6,27.0,45.0,0.46,23.0,50.0,3.75,8.731,0.408,Acceptable
A0A140DJY3,009,0.0,0.0,0.0,1.0,28.0,28.0,14.727,49.516,0.013,Incorrect
Q72AS4,150,0.059,1.0,17.0,0.977,42.0,43.0,11.601,25.606,0.058,Incorrect
A0A0H2WY27,010,0.138,4.0,29.0,0.902,37.0,41.0,12.409,34.509,0.07,Incorrect
Q72AS4,001,0.071,2.0,28.0,0.953,41.0,43.0,10.752,21.49,0.075,Incorrect
A0A3B6UEQ0,000,0.087,7.0,80.0,0.788,26.0,33.0,15.807,34.126,0.052,Incorrect
