uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename	nstds	non-polymers	has_partner	num_partners	has_nstds	has_nplymrs
Q9UM73	4fob	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.964	76.9230769230769	96.4143426294821	1.605	3.831		Closed	Homo sapiens	['2012-06-20']		A	F-Q9UM73-F1-model_v3.cif	[]	['N-{1-[cis-4-(hydroxymethyl)cyclohexyl]-5-(piperidin-1-ylmethyl)-1H-benzimidazol-2-yl}-3-(prop-2-en-1-ylsulfamoyl)benzamide', 'WATER']	False	0	False	True
Q9UM73	4foc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.854	69.2307692307692	97.6095617529881	1.517	3.31		Closed	Homo sapiens	['2012-06-20']		A	F-Q9UM73-F1-model_v3.cif	[]	['methyl cis-4-[2-(benzoylamino)-6-(piperidin-1-ylmethyl)-1H-benzimidazol-1-yl]cyclohexanecarboxylate', 'WATER']	False	0	False	True
Q9UM73	4fod	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.034	73.0769230769231	97.6095617529881	1.636	3.709		Closed	Homo sapiens	['2012-06-20']		A	F-Q9UM73-F1-model_v3.cif	[]	['4-fluoro-N-{(2E)-6-{[4-(2-hydroxypropan-2-yl)piperidin-1-yl]methyl}-1-[cis-4-(propan-2-ylcarbamoyl)cyclohexyl]-1,3-dihydro-2H-benzimidazol-2-ylidene}benzamide', 'GLYCEROL', 'WATER']	False	0	False	True
Q9UM73	4mkc	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.534	96.1538461538462	97.6095617529881	1.617	6.7	Autoinhibited	Closed	Homo sapiens	['2013-09-04']		A	F-Q9UM73-F1-model_v3.cif	[]	['5-chloro-N~2~-[5-methyl-4-(piperidin-4-yl)-2-(propan-2-yloxy)phenyl]-N~4~-[2-(propan-2-ylsulfonyl)phenyl]pyrimidine-2,4-diamine', 'GLYCEROL', 'WATER']	False	0	False	True
Q9UM73	4tt7	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.29	92.3076923076923	94.4223107569721	1.511	5.865	Autoinhibited	Closed	Homo sapiens	['2014-06-19']		A	F-Q9UM73-F1-model_v3.cif	[]	['1-THIOETHANESULFONIC ACID', '1,2-ETHANEDIOL', 'WATER']	False	0	False	True
Q9UM73	4z55	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.142	92.3076923076923	95.2191235059761	1.466	5.253	Autoinhibited	Closed	Homo sapiens	['2015-04-02']		A	F-Q9UM73-F1-model_v3.cif	[]	['N~6~-[5-methyl-4-(1-methylpiperidin-4-yl)-2-(propan-2-yloxy)phenyl]-N~4~-[2-(propan-2-ylsulfonyl)phenyl]-2H-pyrazolo[3,4-d]pyrimidine-4,6-diamine', 'GLYCEROL', 'WATER']	False	0	False	True
Q9UM73	5a9u	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.984	76.9230769230769	95.2191235059761	1.596	3.834		Closed	HOMO SAPIENS	['2015-07-22']		A	F-Q9UM73-F1-model_v3.cif	[]	['(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile', 'WATER']	False	0	False	True
Q9UM73	5aa8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.999	76.9230769230769	94.8207171314741	1.613	3.921		Closed	HOMO SAPIENS	['2015-07-23']		A	F-Q9UM73-F1-model_v3.cif	[]	['(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile', 'WATER']	False	0	False	True
Q9UM73	5aa9	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.036	76.9230769230769	96.4143426294821	1.839	3.819		Closed	HOMO SAPIENS	['2015-07-23']		A	F-Q9UM73-F1-model_v3.cif	[]	['(10R)-7-amino-12-fluoro-2,10,16-trimethyl-15-oxo-10,15,16,17-tetrahydro-2H-8,4-(metheno)pyrazolo[4,3-h][2,5,11]benzoxadiazacyclotetradecine-3-carbonitrile', 'WATER']	False	0	False	True
Q9UM73	5aaa	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.992	76.9230769230769	96.4143426294821	1.767	3.774		Closed	HOMO SAPIENS	['2015-07-23']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine']	False	0	False	True
Q9UM73	5aab	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.012	76.9230769230769	95.2191235059761	1.63	4.013		Closed	HOMO SAPIENS	['2015-07-23']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine']	False	0	False	True
Q9UM73	5aac	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.979	76.9230769230769	95.2191235059761	1.59	3.886		Closed	HOMO SAPIENS	['2015-07-23']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '3-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-5-(1-piperidin-4-yl-1H-pyrazol-4-yl)pyridin-2-amine']	False	0	False	True
Q9UM73	5fto	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.994	73.0769230769231	98.406374501992	2.036	2.788		Closed	HOMO SAPIENS	['2016-01-14']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', 'Entrectinib']	False	0	False	True
Q9UM73	5ftq	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.963	69.2307692307692	96.8127490039841	1.873	3.365		Closed	HOMO SAPIENS	['2016-01-14']		A	F-Q9UM73-F1-model_v3.cif	[]	['GLYCEROL', 'WATER', 'N-[5-(3,5-DIFLUOROBENZYL)-1H-INDAZOL-3-YL]-2-[(4-HYDROXYCYCLOHEXYL)AMINO]-4-(4-METHYLPIPERAZIN-1-YL) BENZAMIDE']	False	0	False	True
Q9UM73	5iug	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.495	69.2307692307692	92.4302788844621	1.356	2.888		Closed	Homo sapiens	['2016-03-18']		A	F-Q9UM73-F1-model_v3.cif	[]	['N-[3-(4-{[(5-tert-butyl-1,2-oxazol-3-yl)carbamoyl]amino}-3-methylphenyl)-1H-pyrazol-5-yl]-4-[(4-methylpiperazin-1-yl)methyl]benzamide', 'WATER']	False	0	False	True
Q9UM73	5iuh	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.497	65.3846153846154	92.8286852589642	1.377	2.625		Closed	Homo sapiens	['2016-03-18']		A	F-Q9UM73-F1-model_v3.cif	[]	['4-[(4-methylpiperazin-1-yl)methyl]-N-{3-[3-methyl-4-({[5-(propan-2-yl)-1,2-oxazol-3-yl]carbamoyl}amino)phenyl]-1H-pyrazol-5-yl}benzamide', 'WATER']	False	0	False	True
Q9UM73	5iui	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.152	80.7692307692308	98.406374501992	2.103	4.081	Autoinhibited	Closed	Homo sapiens	['2016-03-18']		A	F-Q9UM73-F1-model_v3.cif	[]	['N-[3-(4-amino-3-methylphenyl)-1H-pyrazol-5-yl]-4-[(4-methylpiperazin-1-yl)methyl]benzamide', 'WATER']	False	0	False	True
Q9UM73	5kz0	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.743	73.0769230769231	96.4143426294821	1.645	2.547		Closed	Homo sapiens	['2016-07-22']		A	F-Q9UM73-F1-model_v3.cif	[]	['2-[(1~{R})-1-[2-azanyl-5-(1,3-dimethylpyrazol-4-yl)pyridin-3-yl]oxyethyl]-4-fluoranyl-~{N},~{N}-dimethyl-benzamide', 'WATER']	False	0	False	True
Q9UM73	6cdt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.987	76.9230769230769	96.0159362549801	1.712	3.832		Closed	Homo sapiens	['2018-02-09']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q9UM73	6e0r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.908	61.5384615384615	95.2191235059761	1.512	1.404		Closed	Homo sapiens	['2018-07-06']		A	F-Q9UM73-F1-model_v3.cif	[]	['N-[(1S)-1-(5-fluoropyridin-2-yl)ethyl]-1-(5-methyl-1H-pyrazol-3-yl)-3-[(oxetan-3-yl)sulfonyl]-1H-pyrrolo[2,3-b]pyridin-6-amine', 'WATER']	False	0	False	True
Q9UM73	6ebw	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.336	61.5384615384615	94.4223107569721	1.208	1.281		Closed	Homo sapiens	['2018-08-07']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '[6-{[(1S)-1-(5-fluoropyridin-2-yl)ethyl]amino}-1-(5-methyl-1H-pyrazol-3-yl)-1H-pyrrolo[2,3-b]pyridin-3-yl](morpholin-4-yl)methanone']	False	0	False	True
Q9UM73	6edl	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.205	65.3846153846154	93.6254980079681	0.973	1.901		Closed	Homo sapiens	['2018-08-09']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', 'N-[(1S)-1-(2,4-difluorophenyl)ethyl]-3-(5-methyl-1H-pyrazol-3-yl)imidazo[1,2-b]pyridazin-6-amine']	False	0	False	True
Q9UM73	6mx8	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.074	65.3846153846154	93.6254980079681	0.971	1.764		Closed	Homo sapiens	['2018-10-30']		A	F-Q9UM73-F1-model_v3.cif	[]	['5-chloro-N~4~-[2-(dimethylphosphoryl)phenyl]-N~2~-{2-methoxy-4-[4-(4-methylpiperazin-1-yl)piperidin-1-yl]phenyl}pyrimidine-2,4-diamine', 'WATER']	False	0	False	True
Q9UM73	7btt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	2.409	96.1538461538462	98.00796812749	1.723	5.891	Autoinhibited	Closed	Homo sapiens	['2020-04-02']		A	F-Q9UM73-F1-model_v3.cif	[]	['2-(dimethylamino)-1-[5-methoxy-6-[[4-[(2-propan-2-ylsulfonylphenyl)amino]-5H-pyrrolo[3,2-d]pyrimidin-2-yl]amino]-2,3-dihydroindol-1-yl]ethanone', 'WATER']	False	0	False	True
Q9UM73	7jy4	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.866	73.0769230769231	97.211155378486	1.672	2.549		Closed	Homo sapiens	['2020-08-28']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '1-{(1S,2S)-1-(2,4-difluorophenyl)-2-[2-(3-methyl-1H-pyrazol-5-yl)-4-(trifluoromethyl)phenoxy]cyclopropyl}methanamine']	False	0	False	True
Q9UM73	7jyr	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.836	73.0769230769231	95.6175298804781	1.697	2.547		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'WATER', '4-{[(1R,2R)-2-(2,4-difluorophenyl)cyclopropyl]oxy}-3-(5-methyl-1H-pyrazol-3-yl)benzonitrile']	False	0	False	True
Q9UM73	7jys	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.825	73.0769230769231	93.2270916334661	1.481	2.51		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'WATER', '3-(3-chlorophenyl)-5-methyl-1H-pyrazole']	False	0	False	True
Q9UM73	7jyt	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.82	73.0769230769231	93.2270916334661	1.488	2.6		Closed	Homo sapiens	['2020-08-31']		A	F-Q9UM73-F1-model_v3.cif	[]	['GLYCEROL', 'WATER', '3-(3-methyl-1H-pyrazol-5-yl)pyridine']	False	0	False	True
Q9UM73	7r7k	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.921	76.9230769230769	95.6175298804781	1.487	3.901		Closed	Homo sapiens	['2021-06-24']		A	F-Q9UM73-F1-model_v3.cif	[]	['4-(6-amino-5-{(1R)-1-[5-fluoro-2-(2H-1,2,3-triazol-2-yl)phenyl]ethoxy}pyridin-3-yl)-2,3-dihydro-1H-isoindol-1-one', 'WATER']	False	0	False	True
Q9UM73	7r7r	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.827	73.0769230769231	95.6175298804781	1.555	2.546		Closed	Homo sapiens	['2021-06-25']		A	F-Q9UM73-F1-model_v3.cif	[]	['(2R)-2-[5-(6-amino-5-{(1R)-1-[2-(1,3-dihydro-2H-1,2,3-triazol-2-yl)-5-fluorophenyl]ethoxy}pyridin-3-yl)-4-methyl-1,3-thiazol-2-yl]propane-1,2-diol', 'WATER']	False	0	False	True
Q9UM73	8arj	1279-1288,1158-1173	1116-1157,1174-1278,1289-1392	1.673	73.0769230769231	94.0239043824701	1.398	2.72		Closed	Homo sapiens	['2022-08-17']		A	F-Q9UM73-F1-model_v3.cif	[]	['WATER', '3-(dimethylamino)-1-[3-[4-(4-methylpiperazin-1-yl)phenyl]-9~{H}-pyrido[2,3-b]indol-6-yl]prop-2-en-1-one']	False	0	False	True
P00519	1opl	67-113,127-217	242-493	1.72	100.0	99.6031746031746	2.091	1.211	Autoinhibited	Closed	Homo sapiens	['2003-03-06']		A	F-P00519-F1-model_v3.cif	[]	['MYRISTIC ACID', '6-(2,6-DICHLOROPHENYL)-2-{[3-(HYDROXYMETHYL)PHENYL]AMINO}-8-METHYLPYRIDO[2,3-D]PYRIMIDIN-7(8H)-ONE']	False	0	False	True
P00519	5mo4	67-113,127-217	242-493	1.719	100.0	91.2698412698413	2.084	0.996	Autoinhibited	Closed	Homo sapiens	['2016-12-13']		A	F-P00519-F1-model_v3.cif	[]	['asciminib', 'WATER', 'Nilotinib']	False	0	False	True
Q06124	2shp	3-104	247-517	1.654	99.0196078431373	92.9889298892989	1.06	1.706		Closed	Homo sapiens	['1997-12-01']		A	F-Q06124-F1-model_v3.cif	[]	['DODECANE-TRIMETHYLAMINE', 'WATER']	False	0	False	True
Q06124	4dgp	3-104	247-517	1.844	100.0	93.7269372693727	1.095	1.402	Autoinhibited	Closed	Homo sapiens	['2012-01-26']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4dgx	3-104	247-517	1.827	100.0	94.0959409594096	1.253	1.279	Autoinhibited	Closed	Homo sapiens	['2012-01-27']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4gwf	3-104	247-517	1.561	92.156862745098	95.9409594095941	1.02	1.732		Closed	Homo sapiens	['2012-09-03']		A	F-Q06124-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'GLYCEROL', 'WATER', 'DI(HYDROXYETHYL)ETHER', 'TRIETHYLENE GLYCOL']	False	0	False	True
Q06124	4h1o	3-104	247-517	1.827	95.0980392156863	94.0959409594096	1.342	1.9	Autoinhibited	Closed	Homo sapiens	['2012-09-11']		A	F-Q06124-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'WATER']	False	0	False	True
Q06124	4h34	3-104	247-517	1.914	92.156862745098	92.2509225092251	1.352	2.391	Autoinhibited	Closed	Homo sapiens	['2012-09-13']		A	F-Q06124-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'GLYCEROL', 'WATER']	False	0	False	True
Q06124	4nwf	3-104	247-517	1.337	92.156862745098	94.4649446494465	0.974	0.961		Closed	Homo sapiens	['2013-12-06']		A	F-Q06124-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'GLYCEROL', 'WATER']	False	0	False	True
Q06124	4nwg	3-104	247-517	1.301	98.0392156862745	95.9409594095941	0.988	0.953		Closed	Homo sapiens	['2013-12-06']		A	F-Q06124-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'WATER', 'DI(HYDROXYETHYL)ETHER', 'SULFATE ION']	False	0	False	True
Q06124	4ohd	3-104	247-517	2.179	100.0	94.0959409594096	1.837	2.555	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4ohe	3-104	247-517	1.634	100.0	93.3579335793358	1.225	2.718	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4ohh	3-104	247-517	1.643	100.0	93.3579335793358	1.083	1.27	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4ohi	3-104	247-517	2.06	100.0	93.3579335793358	1.121	1.392	Autoinhibited	Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	4ohl	3-104	247-517	1.271	100.0	92.2509225092251	1.002	1.516		Closed	Homo sapiens	['2014-01-17']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	5bk8	3-104	247-517	2.165	100.0	95.5719557195572	1.541	3.222	Autoinhibited	Closed	Homo sapiens	['2019-06-01']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	5ehp	3-104	247-517	1.112	98.0392156862745	97.0479704797048	1.166	0.929		Closed	Homo sapiens	['2015-10-28']		A	F-Q06124-F1-model_v3.cif	[]	['5-[2,3-bis(chloranyl)phenyl]-2-[(3~{R},5~{S})-3,5-dimethylpiperazin-1-yl]pyrimidin-4-amine', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	5ehr	3-104	247-517	1.132	88.2352941176471	97.4169741697417	1.195	0.807		Closed	Homo sapiens	['2015-10-28']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	5i6v	3-104	247-517	1.112	93.1372549019608	95.9409594095941	1.076	0.969		Closed	Homo sapiens	['2016-02-16']		A	F-Q06124-F1-model_v3.cif	[]	['GLYCEROL', 'WATER']	False	0	False	True
Q06124	5ibm	3-104	247-517	1.274	89.2156862745098	95.5719557195572	1.191	1.019		Closed	Homo sapiens	['2016-02-22']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	5ibs	3-104	247-517	1.175	89.2156862745098	96.309963099631	1.034	1.18		Closed	Homo sapiens	['2016-02-22']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	5xzr	3-104	247-517	1.777	99.0196078431373	95.5719557195572	1.306	1.377	Autoinhibited	Closed	Homo sapiens	['2017-07-13']		A	F-Q06124-F1-model_v3.cif	[]	['4-(3-phenylphenyl)-N-(2,2,6,6-tetramethylpiperidin-4-yl)-1,3-thiazol-2-amine', 'WATER']	False	0	False	True
Q06124	6atd	3-104	247-517	1.033	98.0392156862745	95.5719557195572	0.952	0.853		Closed	Homo sapiens	['2017-08-28']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmr	3-104	247-517	1.003	99.0196078431373	95.2029520295203	0.846	0.987		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['4-[(2-chlorophenyl)methyl]-1-(2-hydroxy-3-methoxyphenyl)[1,2,4]triazolo[4,3-a]quinazolin-5(4H)-one', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmu	3-104	247-517	1.08	95.0980392156863	95.5719557195572	1.079	0.936		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', '4-[(2-chlorophenyl)methyl]-1-(2-hydroxy-3-methoxyphenyl)[1,2,4]triazolo[4,3-a]quinazolin-5(4H)-one', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmv	3-104	247-517	1.038	98.0392156862745	93.7269372693727	0.872	1.029		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['3-{4-[(2-chlorophenyl)methyl]-5-oxo-4,5-dihydro[1,2,4]triazolo[4,3-a]quinazolin-1-yl}-4-hydroxybenzoic acid', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmw	3-104	247-517	0.981	94.1176470588235	93.3579335793358	0.85	0.949		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', '3-{4-[(2-chlorophenyl)methyl]-5-oxo-4,5-dihydro[1,2,4]triazolo[4,3-a]quinazolin-1-yl}-4-hydroxybenzoic acid', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmx	3-104	247-517	0.999	99.0196078431373	95.2029520295203	0.853	1.035		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['1-(3-chloro-4-{[1-(2-hydroxy-3-methoxyphenyl)-5-oxo[1,2,4]triazolo[4,3-a]quinazolin-4(5H)-yl]methyl}benzene-1-carbonyl)-L-proline', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bmy	3-104	247-517	1.115	95.0980392156863	95.5719557195572	1.157	0.935		Closed	Homo sapiens	['2017-11-15']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', '1-(3-chloro-4-{[1-(2-hydroxy-3-methoxyphenyl)-5-oxo[1,2,4]triazolo[4,3-a]quinazolin-4(5H)-yl]methyl}benzene-1-carbonyl)-L-proline', 'GLYCEROL', 'WATER', 'PHOSPHATE ION']	False	0	False	True
Q06124	6bn5	3-104	247-517	1.3	78.4313725490196	92.2509225092251	1.052	0.921		Closed	Homo sapiens	['2017-11-16']		A	F-Q06124-F1-model_v3.cif	[]	['3-benzyl-8-chloro-2-hydroxy-4H-pyrimido[2,1-b][1,3]benzothiazol-4-one', 'WATER']	False	0	False	True
Q06124	6cmp	3-104	247-517	1.889	99.0196078431373	92.2509225092251	1.252	1.822		Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	6cmr	3-104	247-517	1.429	96.078431372549	93.3579335793358	0.886	1.389	Autoinhibited	Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', 'WATER']	False	0	False	True
Q06124	6cms	3-104	247-517	1.763	96.078431372549	93.3579335793358	1.046	1.853	Autoinhibited	Closed	Homo sapiens	['2018-03-06']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', 'WATER']	False	0	False	True
Q06124	6crf	3-104	247-517	20.036	96.078431372549	95.5719557195572	1.116	58.638		Closed	Homo sapiens	['2018-03-17']		A	F-Q06124-F1-model_v3.cif	[]	['GLYCEROL', 'WATER']	False	0	False	True
Q06124	6crg	3-104	247-517	1.388	83.3333333333333	94.0959409594096	0.969	1.131		Closed	Homo sapiens	['2018-03-17']		A	F-Q06124-F1-model_v3.cif	[]	['6-(4-azanyl-4-methyl-piperidin-1-yl)-3-[2,3-bis(chloranyl)phenyl]pyrazin-2-amine', 'GLYCEROL', 'WATER', 'SULFATE ION']	False	0	False	True
Q06124	6md7	3-104	247-517	1.235	99.0196078431373	95.2029520295203	0.841	0.924		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '2-[4-(aminomethyl)-4-methylpiperidin-1-yl]-5-{[2-(trifluoromethyl)pyridin-3-yl]sulfanyl}pyrimidin-4(3H)-one', 'PHOSPHATE ION']	False	0	False	True
Q06124	6md9	3-104	247-517	0.968	86.2745098039216	92.619926199262	0.807	0.88		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '3-(2-chlorophenyl)-6-{4-[(dimethylamino)methyl]phenyl}-5-methyl[1,2]oxazolo[4,5-c]pyridin-4(5H)-one', 'PHOSPHATE ION']	False	0	False	True
Q06124	6mda	3-104	247-517	0.968	86.2745098039216	92.619926199262	0.812	0.853		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '3-(4-bromophenyl)-6-(4-methylphenyl)-1H-pyrazolo[3,4-b]pyridine-4-carboxylic acid', 'PHOSPHATE ION']	False	0	False	True
Q06124	6mdb	3-104	247-517	0.981	97.0588235294118	94.8339483394834	0.837	0.923		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '6-(4-amino-4-methylpiperidin-1-yl)-3-(2,3-dichlorophenyl)-5-methyl-1,5-dihydro-4H-pyrazolo[3,4-d]pyrimidin-4-one', 'PHOSPHATE ION']	False	0	False	True
Q06124	6mdc	3-104	247-517	1.132	88.2352941176471	97.4169741697417	1.203	0.77		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '6-[(3S,4S)-4-amino-3-methyl-2-oxa-8-azaspiro[4.5]decan-8-yl]-3-[3-chloro-2-(cyclopropylamino)pyridin-4-yl]-5-methyl-2,5-dihydro-4H-pyrazolo[3,4-d]pyrimidin-4-one', 'PHOSPHATE ION']	False	0	False	True
Q06124	6mdd	3-104	247-517	0.995	92.156862745098	92.9889298892989	0.783	1.003		Closed	Homo sapiens	['2018-09-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '5-[(2,3-dichlorophenyl)sulfanyl]-3H-imidazo[4,5-b]pyridin-2-amine', 'PHOSPHATE ION']	False	0	False	True
Q06124	6wu8	3-104	247-517	1.548	100.0	92.9889298892989	1.007	1.552		Closed	Homo sapiens	['2020-05-04']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', '1-[3-(2,3-dichlorophenyl)-1H-pyrazolo[3,4-b]pyrazin-6-yl]-4-methylpiperidin-4-amine']	False	0	False	True
Q06124	7emn	3-104	247-517	1.338	93.1372549019608	95.5719557195572	0.94	1.384		Closed	Homo sapiens	['2021-04-14']		A	F-Q06124-F1-model_v3.cif	[]	['WATER']	False	0	False	True
Q06124	7jvm	3-104	247-517	0.968	96.078431372549	95.2029520295203	0.869	0.9		Closed	Homo sapiens	['2020-08-21']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', 'PHOSPHATE ION', '(3S,4S)-8-{6-amino-5-[(2-amino-3-chloropyridin-4-yl)sulfanyl]pyrazin-2-yl}-3-methyl-2-oxa-8-azaspiro[4.5]decan-4-amine']	False	0	False	True
Q06124	7jvn	3-104	247-517	0.926	90.1960784313726	94.0959409594096	0.829	0.863		Closed	Homo sapiens	['2020-08-21']		A	F-Q06124-F1-model_v3.cif	[]	['WATER', 'PHOSPHATE ION', '6-(4-amino-4-methylpiperidin-1-yl)-3-[(2,3-dichlorophenyl)sulfanyl]pyrazin-2-amine']	False	0	False	True
